product_name,title,stars,body
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),It's couldn't survive atleast 20 days from its purchase,3.0,"The only thing that I personally like about this product is the quality it provides..but when I come to built quality it should be somewhat strong enough to be used for longer period of time....""Realme buds 2"" is really far better option.. *not a brand pramotion it's an honest review"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),#iloveboat,5.0,I am using this last 2 months and really Better than boat225 I am also used boat225 that is also good but its not comfortable and its not provide the immersive sound. The boat242 provide 3d sound and bass I like the sound Soo much and I am refer u to take this one its really butiful experience with boat ⛵ for me #iloveboat
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),"Overall great product ,except the mic which is of no use",3.0,"Great build quality in this price range also have to sound .The only problem for me is the mic, while during call the receiver side will only get a feeble sound .if mic is quality is no issue .Then it is the best product from my experience as i have used other earphones in this price range which usually won't work within 2 months"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Review in One Line Very Bad,1.0,"Very Very Bad Products And BrandLow Bass ,Sound Quality Is Very BadUse 20min and you feel the pain😍I'm Order 2nd time and both r Very Bad!!!Kindly Improve Your Products!Thank you 😑"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Just go for it...,5.0,For most of the users it's absolutely suitable ...build quality is osm... sound quality is great for me... noise cancellation is moderate...And the boat is the brand in itself...:)Thanks Boat ❤️
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Earphones to run with!!!,4.0,"I was looking for budget earphones that I could use during my runs.Bam!! These earphones are loud, provide you ample noise isolation, don't fall off even during your hard running sessions!! And have decent audio quality with very very good bass.I would highly recommend these earohones if you're looking for something that doesn't fall off during runs and workout sessions."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Not happy with first impression,3.0,I had Mi basic earphones earlier since last 2 years. They had better sound quality.In this earphone the sound is like metallic.Will update the review after using for sometime
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),"Pathetic headset, right side ear piece stopped working within a month.",1.0,"Pathetic headset, right side ear piece stopped working within a month."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Awesome for bass lovers ♥️,5.0,Omgoodness.  I am so impressed with the sound quality. Complete noise cancellation.  I workout wY the gym with these and no obstruction of the music being played. I am happy with this product. Now I wNt to see the durabiltiy will post an update on the same soon
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Great under 500,5.0,My first boat product and my experience is awsome now i am gona buy boat wireless neckband under 2000 just comparing which one is best for me i need long battery life . I am using oneplus z bass edition more than 7 months now it not working i break the right side wire some how its my fault other wise great earbuds oneplus
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Definitely Recommended,5.0,I just received the warranty claimed replaced item bcz after 7 months of usage one of the side stop working. The replaced item is even better than before. Liked the service from boat. Definitely recommend to everyone
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),THE BEST,5.0,I have been using jbl 200 earphones from my school days. But this earphones are the best. U cant get that jbl base but the sound quapity is so real. if u plug it in u feel like u r hearing with a surround system. U will not feel u r wearing  earphones. so comfortable. Sound will blow ur head. Half the volume is enough al the time. thats how high the sound is. Plz go for it. THE BEST.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Excellent sound quality,4.0,This headphone is excellent in terms of the sound quality and bass particularly when listening to music in youtube etc.. The build quality is very good and its perfectly fit the ear. However I found that quality of the microphone is poor based on the feedback from the receivers end.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),If you want earphones in this range it is best,4.0,"The media could not be loaded.
                




   Anything like a normal headphoneIt's designed very coolIn this price range it is awesome 👌And also good for gamingNo problem"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Doesn't last long:(,5.0,"No doubt it's a pretty decent and a good quality earphones under a budget but after using  for a couple of months the quality degraded,declined/muted calls automatically,paused songs, Google assistance open up anytime,had no control over the earphones all together.Disappointed but happy that it lasted for 6+months."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Great purchase in Diwali Sale,5.0,"Actual great upgrade from boat bassheads 225...and cable quality is simple awesome,Boat always prefer user recommendation and provide the robust and quality product."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Worst waste of money. Do not buy this product and dislike it too.,1.0,"Worst earphones ever.My left earbud was not working at all so we applied for return and inreturn they gave us , another non working earfones.Buttons dont work properly and our mobile start opening another apps like google and even start calling randomly.Do not buy this earphones ever.They're fraudsters!"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Good but can be better.,4.0,"Wonderful looks..But quite painful to ears coz of the design.. But changing the buds will help.Sound is good, but noise cancelling could be better..All together u can have a budget friendly, good looking earphones..No loss in trying!!"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Good Headphone,5.0,The headphones has ear connector that makes it firmly attached to the ear. This is very helpful as sometimes the bud is not enough. The sound quality is awesome.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Stop adjusting your earphones over and over while work out.,5.0,"The media could not be loaded.
                




   This earphone is the ultimate destination for music lovers in cheap rate.It comes with 2 extra earbuds and 1year warranty card.It delivers all the qualities as promised,once you attach the ear phone it will never slips out no matter how strenuous work you are doing.I am so satisfied with this product and pricing."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Beautiful product by boat in low price.,5.0,Amazing product....boat is now making a quality product in such a cheap price....in 500 u get clear sound proper bass best wire and a cute pouch.. i have buyied 2 ....iska price 1000 bhi jota me tab bhi kharidta...lets see how much month it works...me night me sote hue bhi use krta hun...full ridged use
